Text,Label,pred_LR_best
doctors pay particular attention patients endocrine disorders diabetes develop covid 19 endocrinologists said,0,0
tiktok completely banned united states,1,1
video viewed tens thousands times multiple facebook instagram youtube posts claim shows people china toppling 5g tower fears cause novel coronavirus,1,1
daily update published tracked 3 7 million tests 132k yesterday bit lower last weekend numbers note track tests state reports states report tests details see,0,0
officials push masks covid despite mixed data,0,0
dogs found covid 19 hospitals bihar,1,1
mcdonalds announces making coronavirus testing kits available mcdonalds coronavirus idea,1,1
social distancing may working new study hints,0,0
coping cancer covid 19 pandemic,0,0
singapore defeated coronavirus 20 days without single death,1,1
pot users need anesthesia painkillers study,0,0
biggest pandemic ever hit world one two 1 conversion 2 conversion c much worse corona corona goes away 2 weeks persists till generations doomed agniveer fight pandemic top priority bless us,1,0
nephrologists lessons learned kidney disease covid 19,0,0
moderna experimental covid 19 vaccine shows promise early stage study pic twitter com v68bcencdm,0,0
covid 19 doctors cautious use malaria drug preventive,0,1
bolsonaro facing big major problem chinese virus brazilian left virus happy deaths kill accuse bolsonaro already buying coffins opening pits responsible reopening trade closure trade use mask social isolation respirators hospitals numbers hospitalization mayors governors success recovery also municipal state merit according decision imposition supreme court mayors governments also steal kill fault federal government role far cure chloroquine prevented sending lot money accepted content killing well overpricing stealing public calamity time communist donkey another human mule working communist system sharing lies rejoicing deaths zombie free fatherland,1,1
icmr establishes high throughput testing centre nicpr noida test 6k samples per day uses automated rna technology operational 24x7 help take testing new heights icmrfightscovid19 myogiadityanath drharshvardhan ashwinikchoubey,0,0
ad watch joe biden spanish language ad says donald trump lacks coronavirus plan recap main claims biden ad translated fact checked context,1,1
bovine coronavirus vaccine cattle proof novel coronavirus new evidence much media controls people,1,1
roberto silvares hospital 18 icu beds ready covid 19 cases says casagrande,0,0
coronavirus christmas best time new lockdown measures says oxford expert,0,0
video claimed fruit vendor licking fingers arranging oranges,1,1
maximebernier cafreeland francis boyle wrote bio weapons act unanimously passed congress says covid offensive biological weapon plus leading chinese expert whistle blower agrees truth,1,1
doria forbids infectologist say took chloroquine treatment corona looks face question crime governor killing people accept medicine defended president works least helps lot improve,1,1
open letter jeremy howard dr vincent rajkumar leading scientists using fabric masks stop spread covid 19,0,1
co led gavi amp cepivaccines covax facility part access covid19 tools accelerator ground breaking collaboration accelerate development production amp equitable access covid 19 tests treatments amp vaccines,0,0
coronavirus phase 4 involves war code,1,1
update minhealthnz today 1 new case covid 19 report managed isolation facilities nz 81 days since last case covid 19 acquired locally unknown source total number active cases 27,0,0
due covid19 pandemic least 30 measles vaccination campaigns risk cancelled could result outbreaks 2020 beyond unicef,0,0
morning bulletin wednesday june 10 2020 covid pf searches helder barbalho house governor par stf decides wednesday continuity fake news inquiry get says bolsonaro mbl militant experts criticize lack clarity information released bolsonaro something serious behind breaking countries cnn anti fifths interviewed hamas simps restaurant weintraub choose federal rectors pandemic marielle police holds firefighter accused obstructing investigation toffoli says armed forces moderating power f bio porchat caught running street without mask watch receive news whatsapp go link part telegram group visit link follow gazeta brasil social networks instagram gazetabrasilnews twitter gazeta brasi,0,0
army mayo employees come together identify covid 19 exposures within hours,0,0
500 million indigenous peoples worldwide 90 countries indigenous peoples unique cultures languages deep relationships environment drtedros covid19,0,0
today till 9 30 total 1118043 covid19 cases 700087 recovered mohfw india drharshvardhan drhvoffice covid 19 covid 19 covid 19 coronaupdates coronavirusindia coronavirusupdates coronavirus covidupdates,0,0
coronavirus spreads frozen food,1,1
take care coronavirus infected family member tested positive inside home see many posts terrorizing people number deaths see authorities guiding family friends people contaminated coronavirus share attitudes help save life loved one family even life 300 000 people infected 1 million people questions take care health professional explained follow guidance 1 fear person take care needs help 2 needs isolated leave room room little passage area people 3 separate bathroom like guest room person without leaving place like leave person airy room must time mask always sanitize hands leave place go take shower use bathroom 4 bathroom common use okay despair person takes shower needs take 70 alcohol cloth 50 ml 950 bleach solution ml water pass toilet lid bathroom floor taps sink door handle person elderly put gloves masks hold hair go solution 5 doors house put damp cloth bleach especially environment person 6 buy glasses forks knives disposable spoons better leave bowl water bleach person put cutlery glasses dishes soaking mix take 1x basin day gloves wash objects 1x day infected person touch basin deposit objects solution mark cutlery nail polish red sure mix mark cups dishes also initials person name 7 blankets sheets pillowcases covered pillows isolated person recovers wash along clothes house wash reuse use mixture water little bleach soak washing 8 offer remedies always disposable glasses paper napkin 9 caregiver family members house must keep person away wear masks well 10 must maintain distance cover love respect remember keep calm person need much ever needed someone found important post copy paste,0,1
